build_id,gh_project_name,label,group
251642124,apache/commons-math,1,apache/commons-math
251636120,apache/commons-math,1,apache/commons-math
248403954,apache/commons-math,0,apache/commons-math
248400189,apache/commons-math,0,apache/commons-math
247006532,apache/commons-math,0,apache/commons-math
246777623,apache/commons-math,0,apache/commons-math
246762888,apache/commons-math,1,apache/commons-math
246762334,apache/commons-math,1,apache/commons-math
246683712,apache/commons-math,1,apache/commons-math
246367873,apache/commons-math,1,apache/commons-math
245985201,apache/commons-math,1,apache/commons-math
245985068,apache/commons-math,1,apache/commons-math
245323870,apache/commons-math,1,apache/commons-math
245277914,apache/commons-math,1,apache/commons-math
245275684,apache/commons-math,1,apache/commons-math
245000322,apache/commons-math,0,apache/commons-math
244998635,apache/commons-math,0,apache/commons-math
244912788,apache/commons-math,0,apache/commons-math
244761793,apache/commons-math,0,apache/commons-math
244719621,apache/commons-math,0,apache/commons-math
244719498,apache/commons-math,0,apache/commons-math
244573954,apache/commons-math,0,apache/commons-math
244494555,apache/commons-math,0,apache/commons-math
244489613,apache/commons-math,0,apache/commons-math
244488996,apache/commons-math,0,apache/commons-math
244362252,apache/commons-math,0,apache/commons-math
244126757,apache/commons-math,0,apache/commons-math
244019210,apache/commons-math,0,apache/commons-math
244014109,apache/commons-math,0,apache/commons-math
243963791,apache/commons-math,0,apache/commons-math
243960980,apache/commons-math,0,apache/commons-math
243813687,apache/commons-math,0,apache/commons-math
243809772,apache/commons-math,0,apache/commons-math
243791335,apache/commons-math,0,apache/commons-math
243313432,apache/commons-math,0,apache/commons-math
242678596,apache/commons-math,0,apache/commons-math
241730162,apache/commons-math,0,apache/commons-math
241310709,apache/commons-math,0,apache/commons-math
240925186,apache/commons-math,0,apache/commons-math
240923893,apache/commons-math,0,apache/commons-math
240849385,apache/commons-math,0,apache/commons-math
240814801,apache/commons-math,0,apache/commons-math
240681629,apache/commons-math,1,apache/commons-math
240431898,apache/commons-math,1,apache/commons-math
240002455,apache/commons-math,1,apache/commons-math
239981377,apache/commons-math,1,apache/commons-math
239973225,apache/commons-math,1,apache/commons-math
239740508,apache/commons-math,1,apache/commons-math
238471866,apache/commons-math,0,apache/commons-math
238442670,apache/commons-math,0,apache/commons-math
238416119,apache/commons-math,0,apache/commons-math
238400678,apache/commons-math,0,apache/commons-math
238353967,apache/commons-math,0,apache/commons-math
238157464,apache/commons-math,0,apache/commons-math
238058412,apache/commons-math,0,apache/commons-math
238048000,apache/commons-math,0,apache/commons-math
238032509,apache/commons-math,0,apache/commons-math
238023448,apache/commons-math,0,apache/commons-math
237386748,apache/commons-math,0,apache/commons-math
237302885,apache/commons-math,0,apache/commons-math
237115402,apache/commons-math,0,apache/commons-math
237111214,apache/commons-math,0,apache/commons-math
237105766,apache/commons-math,0,apache/commons-math
237099270,apache/commons-math,0,apache/commons-math
237069526,apache/commons-math,0,apache/commons-math
237068402,apache/commons-math,0,apache/commons-math
237066128,apache/commons-math,1,apache/commons-math
237065900,apache/commons-math,1,apache/commons-math
237023210,apache/commons-math,1,apache/commons-math
236417695,apache/commons-math,1,apache/commons-math
236402756,apache/commons-math,1,apache/commons-math
236138586,apache/commons-math,1,apache/commons-math
235941874,apache/commons-math,1,apache/commons-math
235893261,apache/commons-math,1,apache/commons-math
235631417,apache/commons-math,1,apache/commons-math
235399260,apache/commons-math,1,apache/commons-math
235379094,apache/commons-math,1,apache/commons-math
235286346,apache/commons-math,1,apache/commons-math
234898869,apache/commons-math,1,apache/commons-math
234779740,apache/commons-math,1,apache/commons-math
234777944,apache/commons-math,1,apache/commons-math
234763074,apache/commons-math,1,apache/commons-math
234762006,apache/commons-math,1,apache/commons-math
234322979,apache/commons-math,1,apache/commons-math
233231291,apache/commons-math,1,apache/commons-math
233124541,apache/commons-math,1,apache/commons-math
233042493,apache/commons-math,1,apache/commons-math
233017395,apache/commons-math,1,apache/commons-math
233002773,apache/commons-math,1,apache/commons-math
232673209,apache/commons-math,0,apache/commons-math
232407831,apache/commons-math,0,apache/commons-math
232391392,apache/commons-math,0,apache/commons-math
232391341,apache/commons-math,0,apache/commons-math
232391233,apache/commons-math,0,apache/commons-math
232372747,apache/commons-math,1,apache/commons-math
231878555,apache/commons-math,1,apache/commons-math
231874373,apache/commons-math,1,apache/commons-math
231874291,apache/commons-math,1,apache/commons-math
231874000,apache/commons-math,1,apache/commons-math
230859926,apache/commons-math,1,apache/commons-math
228901411,apache/commons-math,1,apache/commons-math
228468985,apache/commons-math,1,apache/commons-math
228394379,apache/commons-math,1,apache/commons-math
228090203,apache/commons-math,1,apache/commons-math
228065779,apache/commons-math,1,apache/commons-math
227644196,apache/commons-math,1,apache/commons-math
227628250,apache/commons-math,1,apache/commons-math
227623618,apache/commons-math,1,apache/commons-math
227457787,apache/commons-math,0,apache/commons-math
227370545,apache/commons-math,0,apache/commons-math
227365939,apache/commons-math,1,apache/commons-math
227352205,apache/commons-math,1,apache/commons-math
227192458,apache/commons-math,1,apache/commons-math
227191959,apache/commons-math,1,apache/commons-math
227191617,apache/commons-math,1,apache/commons-math
227189007,apache/commons-math,1,apache/commons-math
222860975,apache/commons-math,1,apache/commons-math
213427386,apache/commons-math,1,apache/commons-math
212464922,apache/commons-math,0,apache/commons-math
208172526,apache/commons-math,0,apache/commons-math
207283273,apache/commons-math,1,apache/commons-math
203071190,apache/commons-math,1,apache/commons-math
201758427,apache/commons-math,1,apache/commons-math
200489749,apache/commons-math,1,apache/commons-math
200489748,apache/commons-math,1,apache/commons-math
200489746,apache/commons-math,1,apache/commons-math
200489744,apache/commons-math,1,apache/commons-math
200489715,apache/commons-math,1,apache/commons-math
200507344,apache/commons-math,0,apache/commons-math
200507359,apache/commons-math,1,apache/commons-math
200507652,apache/commons-math,1,apache/commons-math
200507581,apache/commons-math,1,apache/commons-math
200507666,apache/commons-math,1,apache/commons-math
200507330,apache/commons-math,0,apache/commons-math
200507541,apache/commons-math,1,apache/commons-math
200507569,apache/commons-math,0,apache/commons-math
200507543,apache/commons-math,1,apache/commons-math
200507598,apache/commons-math,0,apache/commons-math
200507636,apache/commons-math,0,apache/commons-math
200507358,apache/commons-math,1,apache/commons-math
200507633,apache/commons-math,0,apache/commons-math
200507325,apache/commons-math,0,apache/commons-math
200507718,apache/commons-math,0,apache/commons-math
200507278,apache/commons-math,1,apache/commons-math
200507546,apache/commons-math,0,apache/commons-math
200507418,apache/commons-math,0,apache/commons-math
200507687,apache/commons-math,1,apache/commons-math
200507375,apache/commons-math,1,apache/commons-math
200507440,apache/commons-math,0,apache/commons-math
200507484,apache/commons-math,0,apache/commons-math
200507341,apache/commons-math,0,apache/commons-math
200507582,apache/commons-math,0,apache/commons-math
200507622,apache/commons-math,0,apache/commons-math
200507431,apache/commons-math,1,apache/commons-math
200507549,apache/commons-math,0,apache/commons-math
200507360,apache/commons-math,1,apache/commons-math
200507393,apache/commons-math,0,apache/commons-math
200507597,apache/commons-math,0,apache/commons-math
200507293,apache/commons-math,1,apache/commons-math
200507378,apache/commons-math,0,apache/commons-math
200507369,apache/commons-math,1,apache/commons-math
200507462,apache/commons-math,1,apache/commons-math
200507453,apache/commons-math,1,apache/commons-math
200507370,apache/commons-math,1,apache/commons-math
200507542,apache/commons-math,1,apache/commons-math
200507648,apache/commons-math,1,apache/commons-math
200507727,apache/commons-math,1,apache/commons-math
200507454,apache/commons-math,1,apache/commons-math
200507585,apache/commons-math,0,apache/commons-math
200507634,apache/commons-math,0,apache/commons-math
200507384,apache/commons-math,0,apache/commons-math
200507342,apache/commons-math,0,apache/commons-math
200507345,apache/commons-math,0,apache/commons-math
200507435,apache/commons-math,1,apache/commons-math
200507629,apache/commons-math,1,apache/commons-math
200507667,apache/commons-math,1,apache/commons-math
200507432,apache/commons-math,1,apache/commons-math
200507402,apache/commons-math,0,apache/commons-math
200507395,apache/commons-math,0,apache/commons-math
200507467,apache/commons-math,0,apache/commons-math
200507461,apache/commons-math,1,apache/commons-math
200507650,apache/commons-math,1,apache/commons-math
200507338,apache/commons-math,0,apache/commons-math
200507473,apache/commons-math,0,apache/commons-math
200507320,apache/commons-math,1,apache/commons-math
200507709,apache/commons-math,1,apache/commons-math
200507479,apache/commons-math,0,apache/commons-math
200507411,apache/commons-math,0,apache/commons-math
200507383,apache/commons-math,0,apache/commons-math
200507245,apache/commons-math,1,apache/commons-math
200507277,apache/commons-math,1,apache/commons-math
200507409,apache/commons-math,0,apache/commons-math
200507419,apache/commons-math,0,apache/commons-math
200507489,apache/commons-math,0,apache/commons-math
200507606,apache/commons-math,0,apache/commons-math
200507390,apache/commons-math,0,apache/commons-math
200507616,apache/commons-math,0,apache/commons-math
200507655,apache/commons-math,0,apache/commons-math
200507730,apache/commons-math,1,apache/commons-math
200507381,apache/commons-math,0,apache/commons-math
200507640,apache/commons-math,0,apache/commons-math
200507262,apache/commons-math,0,apache/commons-math
200507380,apache/commons-math,0,apache/commons-math
200507229,apache/commons-math,1,apache/commons-math
200507260,apache/commons-math,1,apache/commons-math
200507483,apache/commons-math,0,apache/commons-math
200507607,apache/commons-math,0,apache/commons-math
200507415,apache/commons-math,0,apache/commons-math
200507474,apache/commons-math,0,apache/commons-math
200507711,apache/commons-math,1,apache/commons-math
200507284,apache/commons-math,0,apache/commons-math
200507668,apache/commons-math,0,apache/commons-math
200507332,apache/commons-math,0,apache/commons-math
200507588,apache/commons-math,0,apache/commons-math
200507424,apache/commons-math,1,apache/commons-math
200507475,apache/commons-math,0,apache/commons-math
200507692,apache/commons-math,1,apache/commons-math
200507665,apache/commons-math,1,apache/commons-math
200507243,apache/commons-math,1,apache/commons-math
200507399,apache/commons-math,0,apache/commons-math
200507231,apache/commons-math,0,apache/commons-math
200507242,apache/commons-math,1,apache/commons-math
200507645,apache/commons-math,0,apache/commons-math
200507564,apache/commons-math,1,apache/commons-math
200507500,apache/commons-math,1,apache/commons-math
200507631,apache/commons-math,1,apache/commons-math
200507251,apache/commons-math,0,apache/commons-math
200507250,apache/commons-math,0,apache/commons-math
200507480,apache/commons-math,0,apache/commons-math
200507274,apache/commons-math,1,apache/commons-math
200507653,apache/commons-math,0,apache/commons-math
200507670,apache/commons-math,0,apache/commons-math
200507557,apache/commons-math,1,apache/commons-math
200507526,apache/commons-math,1,apache/commons-math
200507595,apache/commons-math,0,apache/commons-math
200507468,apache/commons-math,0,apache/commons-math
200507501,apache/commons-math,1,apache/commons-math
200507456,apache/commons-math,1,apache/commons-math
200507544,apache/commons-math,0,apache/commons-math
200507592,apache/commons-math,0,apache/commons-math
200507537,apache/commons-math,0,apache/commons-math
200507319,apache/commons-math,1,apache/commons-math
200507538,apache/commons-math,0,apache/commons-math
200507632,apache/commons-math,1,apache/commons-math
200507302,apache/commons-math,1,apache/commons-math
200507568,apache/commons-math,0,apache/commons-math
200507520,apache/commons-math,1,apache/commons-math
200507463,apache/commons-math,1,apache/commons-math
200507504,apache/commons-math,1,apache/commons-math
200507662,apache/commons-math,1,apache/commons-math
200507478,apache/commons-math,0,apache/commons-math
200507494,apache/commons-math,1,apache/commons-math
200507530,apache/commons-math,0,apache/commons-math
200507567,apache/commons-math,1,apache/commons-math
200507559,apache/commons-math,1,apache/commons-math
200507610,apache/commons-math,0,apache/commons-math
200507701,apache/commons-math,1,apache/commons-math
200507476,apache/commons-math,0,apache/commons-math
200507294,apache/commons-math,1,apache/commons-math
200507307,apache/commons-math,1,apache/commons-math
200507580,apache/commons-math,1,apache/commons-math
200507392,apache/commons-math,0,apache/commons-math
200507357,apache/commons-math,1,apache/commons-math
200507700,apache/commons-math,1,apache/commons-math
200507441,apache/commons-math,0,apache/commons-math
200507525,apache/commons-math,1,apache/commons-math
200507491,apache/commons-math,1,apache/commons-math
200507401,apache/commons-math,0,apache/commons-math
200507283,apache/commons-math,1,apache/commons-math
200507702,apache/commons-math,0,apache/commons-math
200507372,apache/commons-math,1,apache/commons-math
200507671,apache/commons-math,0,apache/commons-math
200507405,apache/commons-math,0,apache/commons-math
200507717,apache/commons-math,0,apache/commons-math
200507466,apache/commons-math,1,apache/commons-math
200507265,apache/commons-math,1,apache/commons-math
200507389,apache/commons-math,0,apache/commons-math
200507309,apache/commons-math,0,apache/commons-math
200507300,apache/commons-math,1,apache/commons-math
200507548,apache/commons-math,0,apache/commons-math
200507324,apache/commons-math,1,apache/commons-math
200507436,apache/commons-math,1,apache/commons-math
200507602,apache/commons-math,0,apache/commons-math
200507377,apache/commons-math,0,apache/commons-math
200507413,apache/commons-math,0,apache/commons-math
200507340,apache/commons-math,0,apache/commons-math
200507696,apache/commons-math,1,apache/commons-math
200507337,apache/commons-math,1,apache/commons-math
200507329,apache/commons-math,0,apache/commons-math
200507613,apache/commons-math,0,apache/commons-math
200507396,apache/commons-math,0,apache/commons-math
200507713,apache/commons-math,1,apache/commons-math
200507577,apache/commons-math,1,apache/commons-math
200507605,apache/commons-math,0,apache/commons-math
200507253,apache/commons-math,0,apache/commons-math
200507512,apache/commons-math,1,apache/commons-math
200507235,apache/commons-math,1,apache/commons-math
200507350,apache/commons-math,1,apache/commons-math
200507587,apache/commons-math,0,apache/commons-math
200507657,apache/commons-math,0,apache/commons-math
243781177,apache/commons-io,1,apache/commons-io
243781176,apache/commons-io,1,apache/commons-io
243011138,apache/commons-io,1,apache/commons-io
242873497,apache/commons-io,1,apache/commons-io
242189378,apache/commons-io,1,apache/commons-io
242189377,apache/commons-io,1,apache/commons-io
242189367,apache/commons-io,1,apache/commons-io
242189364,apache/commons-io,1,apache/commons-io
242165562,apache/commons-io,1,apache/commons-io
242164803,apache/commons-io,1,apache/commons-io
242163296,apache/commons-io,1,apache/commons-io
242162271,apache/commons-io,1,apache/commons-io
242161380,apache/commons-io,1,apache/commons-io
242161247,apache/commons-io,1,apache/commons-io
242161244,apache/commons-io,1,apache/commons-io
242161042,apache/commons-io,1,apache/commons-io
242161040,apache/commons-io,1,apache/commons-io
242160995,apache/commons-io,1,apache/commons-io
242160575,apache/commons-io,1,apache/commons-io
242160307,apache/commons-io,1,apache/commons-io
242159765,apache/commons-io,1,apache/commons-io
242159626,apache/commons-io,1,apache/commons-io
241719334,apache/commons-io,1,apache/commons-io
241717566,apache/commons-io,1,apache/commons-io
241072963,apache/commons-io,1,apache/commons-io
241072960,apache/commons-io,1,apache/commons-io
240888545,apache/commons-io,1,apache/commons-io
240803631,apache/commons-io,1,apache/commons-io
240803626,apache/commons-io,1,apache/commons-io
240464239,apache/commons-io,1,apache/commons-io
239602455,apache/commons-io,1,apache/commons-io
238589675,apache/commons-io,1,apache/commons-io
238589312,apache/commons-io,1,apache/commons-io
238556268,apache/commons-io,1,apache/commons-io
238504195,apache/commons-io,1,apache/commons-io
237995377,apache/commons-io,1,apache/commons-io
237969233,apache/commons-io,1,apache/commons-io
237969012,apache/commons-io,1,apache/commons-io
237432371,apache/commons-io,1,apache/commons-io
237136313,apache/commons-io,1,apache/commons-io
237051715,apache/commons-io,1,apache/commons-io
237042034,apache/commons-io,1,apache/commons-io
237035999,apache/commons-io,1,apache/commons-io
236988563,apache/commons-io,1,apache/commons-io
236921335,apache/commons-io,1,apache/commons-io
236240146,apache/commons-io,1,apache/commons-io
233672008,apache/commons-io,1,apache/commons-io
233661502,apache/commons-io,1,apache/commons-io
233637283,apache/commons-io,1,apache/commons-io
232555976,apache/commons-io,1,apache/commons-io
232549696,apache/commons-io,1,apache/commons-io
232517464,apache/commons-io,1,apache/commons-io
232517460,apache/commons-io,1,apache/commons-io
232405329,apache/commons-io,1,apache/commons-io
231418013,apache/commons-io,1,apache/commons-io
226597981,apache/commons-io,1,apache/commons-io
226597952,apache/commons-io,1,apache/commons-io
226596910,apache/commons-io,1,apache/commons-io
226572928,apache/commons-io,1,apache/commons-io
226537784,apache/commons-io,1,apache/commons-io
226027396,apache/commons-io,1,apache/commons-io
225872580,apache/commons-io,1,apache/commons-io
225872023,apache/commons-io,1,apache/commons-io
225835701,apache/commons-io,1,apache/commons-io
225760608,apache/commons-io,1,apache/commons-io
225757320,apache/commons-io,1,apache/commons-io
225757325,apache/commons-io,1,apache/commons-io
225757199,apache/commons-io,1,apache/commons-io
225757204,apache/commons-io,1,apache/commons-io
222655062,apache/commons-io,1,apache/commons-io
220991252,apache/commons-io,1,apache/commons-io
219979678,apache/commons-io,1,apache/commons-io
219213241,apache/commons-io,1,apache/commons-io
218731101,apache/commons-io,1,apache/commons-io
218509396,apache/commons-io,1,apache/commons-io
218003948,apache/commons-io,1,apache/commons-io
217646896,apache/commons-io,1,apache/commons-io
216587704,apache/commons-io,1,apache/commons-io
216572227,apache/commons-io,1,apache/commons-io
216571783,apache/commons-io,1,apache/commons-io
215114848,apache/commons-io,1,apache/commons-io
215010253,apache/commons-io,1,apache/commons-io
214903190,apache/commons-io,1,apache/commons-io
214903175,apache/commons-io,1,apache/commons-io
213429529,apache/commons-io,1,apache/commons-io
213399070,apache/commons-io,1,apache/commons-io
213287063,apache/commons-io,1,apache/commons-io
213195486,apache/commons-io,1,apache/commons-io
213059894,apache/commons-io,1,apache/commons-io
213033753,apache/commons-io,1,apache/commons-io
212802686,apache/commons-io,1,apache/commons-io
212719114,apache/commons-io,1,apache/commons-io
212696249,apache/commons-io,1,apache/commons-io
212642167,apache/commons-io,1,apache/commons-io
212633604,apache/commons-io,1,apache/commons-io
212205897,apache/commons-io,1,apache/commons-io
211795455,apache/commons-io,1,apache/commons-io
211269260,apache/commons-io,1,apache/commons-io
209955525,apache/commons-io,1,apache/commons-io
209193581,apache/commons-io,1,apache/commons-io
208916108,apache/commons-io,1,apache/commons-io
208587753,apache/commons-io,1,apache/commons-io
208320584,apache/commons-io,1,apache/commons-io
206879448,apache/commons-io,1,apache/commons-io
206879062,apache/commons-io,1,apache/commons-io
204796258,apache/commons-io,1,apache/commons-io
204795943,apache/commons-io,1,apache/commons-io
265351905,checkstyle/checkstyle,0,checkstyle/checkstyle
243788336,checkstyle/checkstyle,0,checkstyle/checkstyle
258950678,checkstyle/checkstyle,0,checkstyle/checkstyle
258963192,checkstyle/checkstyle,0,checkstyle/checkstyle
265352172,checkstyle/checkstyle,0,checkstyle/checkstyle
253277160,checkstyle/checkstyle,0,checkstyle/checkstyle
258969124,checkstyle/checkstyle,0,checkstyle/checkstyle
251289290,checkstyle/checkstyle,0,checkstyle/checkstyle
251900507,checkstyle/checkstyle,0,checkstyle/checkstyle
253013737,checkstyle/checkstyle,0,checkstyle/checkstyle
265350764,checkstyle/checkstyle,0,checkstyle/checkstyle
253278317,checkstyle/checkstyle,0,checkstyle/checkstyle
252908376,checkstyle/checkstyle,0,checkstyle/checkstyle
250880025,checkstyle/checkstyle,0,checkstyle/checkstyle
253013619,checkstyle/checkstyle,0,checkstyle/checkstyle
251070039,checkstyle/checkstyle,0,checkstyle/checkstyle
250834375,checkstyle/checkstyle,0,checkstyle/checkstyle
251332428,checkstyle/checkstyle,0,checkstyle/checkstyle
251732739,checkstyle/checkstyle,0,checkstyle/checkstyle
250842837,checkstyle/checkstyle,0,checkstyle/checkstyle
258965399,checkstyle/checkstyle,0,checkstyle/checkstyle
253013194,checkstyle/checkstyle,0,checkstyle/checkstyle
253278301,checkstyle/checkstyle,0,checkstyle/checkstyle
265351839,checkstyle/checkstyle,0,checkstyle/checkstyle
258950676,checkstyle/checkstyle,0,checkstyle/checkstyle
242193717,checkstyle/checkstyle,0,checkstyle/checkstyle
253276358,checkstyle/checkstyle,0,checkstyle/checkstyle
258950680,checkstyle/checkstyle,0,checkstyle/checkstyle
259509862,checkstyle/checkstyle,0,checkstyle/checkstyle
251086820,checkstyle/checkstyle,0,checkstyle/checkstyle
250851569,checkstyle/checkstyle,0,checkstyle/checkstyle
251835373,checkstyle/checkstyle,0,checkstyle/checkstyle
252872066,checkstyle/checkstyle,0,checkstyle/checkstyle
264897513,checkstyle/checkstyle,0,checkstyle/checkstyle
